date,mean_temp,rain,wind_speed,abnormal_rain,high_temp,low_temp,high_wind
03/12/2016,0.0,0.0,0.0,0,0,1,0
04/12/2016,0.0,0.0,0.0,0,0,1,0
05/12/2016,2.0,2.6,0.3,1,0,1,0
06/12/2016,4.1,0.8,0.3,0,0,1,0
07/12/2016,12.4,0.0,1.6,0,0,0,0
08/12/2016,12.6,7.6,1.2,1,0,0,0
09/12/2016,12.1,1.0,1.6,0,0,0,0
10/12/2016,10.7,0.4,1.4,0,0,0,0
11/12/2016,9.2,0.0,1.4,0,0,0,0
12/12/2016,6.9,0.2,0.8,0,0,0,0
13/12/2016,8.3,5.2,0.7,1,0,0,0
14/12/2016,9.7,0.2,1.1,0,0,0,0
15/12/2016,7.7,0.0,1.6,0,0,0,0
16/12/2016,9.0,0.0,1.1,0,0,0,0
17/12/2016,6.4,0.0,1.1,0,0,0,0
18/12/2016,7.9,0.0,1.0,0,0,0,0
19/12/2016,7.3,0.0,0.7,0,0,0,0
20/12/2016,5.4,0.0,1.6,0,0,0,0
21/12/2016,7.0,0.0,2.1,0,0,0,0
22/12/2016,6.4,0.0,2.5,0,0,0,0
23/12/2016,7.9,2.2,3.2,1,0,0,1
24/12/2016,8.3,1.2,3.3,0,0,0,1
25/12/2016,11.7,0.2,3.7,0,0,0,1
26/12/2016,6.7,0.8,3.1,0,0,0,1
27/12/2016,5.1,0.0,0.8,0,0,1,0
28/12/2016,0.9,0.0,0.4,0,0,1,0
29/12/2016,1.3,0.0,0.5,0,0,1,0
30/12/2016,7.6,0.0,1.3,0,0,0,0
31/12/2016,10.0,0.0,2.3,0,0,0,0
01/01/2017,4.6,7.6,2.3,1,0,1,0
02/01/2017,2.7,0.0,1.6,0,0,1,0
03/01/2017,6.3,0.2,2.4,0,0,0,0
04/01/2017,6.0,0.0,2.1,0,0,0,0
05/01/2017,2.7,0.0,0.9,0,0,1,0
06/01/2017,5.1,0.6,0.9,0,0,1,0
07/01/2017,9.3,0.0,0.9,0,0,0,0
08/01/2017,8.0,0.0,0.6,0,0,0,0
09/01/2017,7.9,3.0,2.1,1,0,0,0
10/01/2017,8.3,0.2,2.2,0,0,0,0
11/01/2017,7.6,0.2,4.1,0,0,0,1
12/01/2017,3.4,0.8,2.1,0,0,1,0
13/01/2017,2.5,0.8,2.8,0,0,1,1
14/01/2017,3.4,0.0,1.5,0,0,1,0
15/01/2017,7.5,5.6,1.2,1,0,0,0
16/01/2017,6.5,2.6,0.8,1,0,0,0
17/01/2017,7.3,0.2,0.6,0,0,0,0
18/01/2017,8.5,0.0,0.7,0,0,0,0
19/01/2017,7.9,0.0,0.7,0,0,0,0
20/01/2017,6.1,0.0,0.8,0,0,0,0
21/01/2017,3.9,0.0,0.9,0,0,1,0
22/01/2017,2.9,0.0,0.8,0,0,1,0
23/01/2017,3.2,0.0,0.7,0,0,1,0
24/01/2017,4.5,0.0,0.5,0,0,1,0
25/01/2017,5.2,0.0,1.2,0,0,0,0
26/01/2017,0.4,0.0,2.2,0,0,1,0
27/01/2017,0.4,1.2,1.5,0,0,1,0
28/01/2017,4.4,3.0,1.4,1,0,1,0
29/01/2017,4.2,0.4,0.9,0,0,1,0
30/01/2017,5.4,0.0,1.6,0,0,0,0
31/01/2017,5.2,9.0,2.2,1,0,0,0
01/02/2017,8.2,4.6,1.1,1,0,0,0
02/02/2017,10.7,0.0,2.5,0,0,0,0
03/02/2017,8.6,1.2,2.5,0,0,0,0
04/02/2017,5.3,2.0,1.7,1,0,0,0
05/02/2017,4.6,0.0,1.0,0,0,1,0
06/02/2017,2.7,6.4,1.5,1,0,1,0
07/02/2017,5.8,1.4,1.2,0,0,0,0
08/02/2017,3.8,0.0,1.2,0,0,1,0
09/02/2017,2.1,0.2,1.2,0,0,1,0
10/02/2017,1.9,0.2,1.5,0,0,1,0
11/02/2017,2.7,3.8,2.4,1,0,1,0
12/02/2017,2.5,6.4,2.8,1,0,1,1
13/02/2017,4.7,0.0,2.2,0,0,1,0
14/02/2017,5.1,0.0,1.6,0,0,1,0
15/02/2017,8.6,1.8,1.2,0,0,0,0
16/02/2017,8.6,0.4,2.1,0,0,0,0
17/02/2017,9.6,0.4,1.0,0,0,0,0
18/02/2017,9.8,0.4,1.5,0,0,0,0
19/02/2017,9.9,0.0,1.7,0,0,0,0
20/02/2017,11.5,0.2,2.3,0,0,0,0
21/02/2017,10.1,0.8,2.6,0,0,0,0
22/02/2017,9.0,2.0,3.2,1,0,0,1
23/02/2017,6.4,9.8,3.0,1,0,0,1
24/02/2017,6.1,0.0,1.7,0,0,0,0
25/02/2017,9.2,1.6,3.4,0,0,0,1
26/02/2017,9.5,0.0,2.8,0,0,0,1
27/02/2017,5.4,3.8,1.3,1,0,0,0
28/02/2017,4.2,1.8,1.4,0,0,1,0
01/03/2017,4.9,1.2,1.2,0,0,1,0
02/03/2017,5.9,1.8,2.0,0,0,0,0
03/03/2017,5.9,12.8,1.3,1,0,0,0
04/03/2017,8.7,0.2,1.4,0,0,0,0
05/03/2017,6.0,4.6,1.7,1,0,0,0
06/03/2017,7.3,0.4,1.7,0,0,0,0
07/03/2017,7.5,0.6,1.5,0,0,0,0
08/03/2017,9.7,4.2,2.1,1,0,0,0
09/03/2017,9.4,0.0,2.0,0,0,0,0
10/03/2017,9.6,0.0,1.2,0,0,0,0
11/03/2017,11.4,0.4,0.9,0,0,0,0
12/03/2017,11.2,0.4,1.3,0,0,0,0
13/03/2017,9.2,0.0,1.6,0,0,0,0
14/03/2017,11.5,0.0,2.4,0,0,0,0
15/03/2017,10.9,0.0,1.2,0,0,0,0
16/03/2017,8.6,0.2,1.8,0,0,0,0
17/03/2017,8.1,0.2,2.9,0,0,0,1
18/03/2017,11.7,0.6,2.1,0,0,0,0
19/03/2017,12.2,0.4,2.9,0,0,0,1
20/03/2017,10.1,2.4,2.5,1,0,0,0
21/03/2017,0.0,0.0,0.0,0,0,1,0
22/03/2017,0.0,0.0,0.0,0,0,1,0
23/03/2017,0.0,0.0,0.0,0,0,1,0
24/03/2017,0.0,0.0,0.0,0,0,1,0
25/03/2017,0.0,0.0,0.0,0,0,1,0
26/03/2017,0.0,0.0,0.0,0,0,1,0
27/03/2017,0.0,0.0,0.0,0,0,1,0
28/03/2017,0.0,0.0,0.0,0,0,1,0
29/03/2017,0.0,0.0,0.0,0,0,1,0
30/03/2017,0.0,0.0,0.0,0,0,1,0
31/03/2017,0.0,0.0,0.0,0,0,1,0
